median_annual_salary_gbp,SuperSkill_Basic_Data_Science,SuperSkill_BI_DataViz,SuperSkill_Statistical_Analysis_Reporting,SuperSkill_Cloud-Enabled_AI_BI,SuperSkill_SQL_Analytics_&_Automation,SuperSkill_AI_Cloud_Excel,SuperSkill_Cloud_Augmented_Analysis,SuperSkill_Cloud_Analytics_Econometrics,SuperSkill_Python_Data_Products,SuperSkill_Cloud_Engineering_MLOps,SuperSkill_BI_&_DataViz,SuperSkill_R_StatScience_&_BI,region_East Midlands (England),region_East of England,region_Isle of Man,region_London,region_North East (England),region_North West (England),region_Northern Ireland,region_Remote,region_Scotland,region_South East (England),region_South West (England),region_Wales,region_Yorkshire and The Humber,kmeans_job_archetype_AI Strategist,kmeans_job_archetype_BI Visualization Specialist (Power BI Focus),kmeans_job_archetype_Classic Data Scientist (Stats & Modeling Focus),kmeans_job_archetype_Cloud & Data Engineer,kmeans_job_archetype_Machine Learning & AI Specialist,kmeans_job_archetype_Noise / General Business Role,kmeans_job_archetype_SQL Developer,seniority_Manager/Director,seniority_Mid-Level,seniority_Senior
55000.0,-0.20158401456553515,-0.7508598316482807,0.13055412006760858,0.42788342088375597,-0.023806939466133596,-0.21769697503375576,0.09536339283379722,-0.28845835998662506,0.511213199073574,-0.6016006889784535,-0.32523101152057554,-0.07709511328482294,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
55000.0,0.9424784109793607,0.3350123941719,0.6140893112256574,-0.5436273414958676,0.2260479299100499,0.0768671583576005,0.5043340799982454,-0.11166594088330274,0.8691007403007114,-0.03188660615952842,-0.58027391794306,0.44482225843588413,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
75000.0,0.7688041450235668,0.48030652339109536,-0.8910003749017945,-0.4130603574771401,0.09890429362804884,0.18403199682918417,0.1592184961485379,-0.5392559494859797,-0.10658775374657219,-0.07271502285475867,0.16376360059652043,0.173686395104007,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
117000.0,1.0730078471215883,-0.021094061973216185,0.2930035042096064,-0.1509045962495064,0.5319443798659509,-0.0866117738718354,-0.20677219317758305,0.1811390348312375,-0.4369771158959088,0.373796664976148,0.6141380836088148,-0.08102288726838,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
55000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
55000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
51250.0,2.0070433688433593,-1.195343178806087,0.35452535372369504,-0.010659621893022414,0.5499346301350807,-0.2145999724298756,0.16824465369260636,0.19748075145665323,-0.07141194461747599,0.06630678102253926,-0.028411527510512617,-0.2602962673692021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
55000.0,-0.06238827519480716,0.5317823348394572,-0.2674651275592832,0.0184008880585686,0.5469567914637931,-0.18270952117542646,0.10390109775778511,-0.14089691256180767,-0.17222440794944988,-0.17898633241774356,-0.0963185871423547,-0.090455851745914,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
55000.0,0.34010328008016777,0.7054413827467255,-1.0891902907455357,0.29663673969356263,-0.26280723430525027,-0.13491529457874482,0.5172816956531072,0.28987808052464137,-0.16054419580065674,-0.33771281242257606,0.17789139851378277,0.05299521460237964,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
60000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
95000.0,0.6018180266304523,-0.12311911838689117,-0.3866823680427217,-1.0994286294120368,-0.23789381358391487,0.3071250544371049,-0.41728163692573006,-0.6322604086603054,-0.7965276325978551,0.051440577419569325,-1.28534743745623,0.029523623338807613,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
60000.0,0.03788472635758633,-1.1003031167790986,-0.12593265352163782,0.6923038782622664,0.36152834135983514,0.404929473955033,0.037201234193805416,0.1867183893971796,-0.16890799946552734,0.3604242701456725,0.3421434326161727,-0.32478016741203397,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
51250.0,0.6663594349853015,0.18059631387837868,-0.05763970723014411,-0.2771801139191564,0.39929133373571396,-0.5226615671846999,0.119029100318709,-0.3040114649197909,0.7777307807952618,0.014750988463429739,-0.16068347513937717,-0.15748412853661609,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
55000.0,-0.14400341326683386,0.5138745437417533,-0.08853627659626176,0.13259325028136706,0.5185683976655705,-0.2863080555925434,0.09416800573517176,-0.02182726814717033,-0.057598395786387285,-0.04172705932470596,0.03670060235982252,0.1175962691441702,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
60000.0,0.95026473837731,0.3613274149145117,0.14351321284982185,0.4264524459729827,0.3520049235544727,0.13904828663035798,-0.6194286686398013,-0.14057919486974127,0.0777473438006485,0.8811733570246856,0.32363048599714606,0.12770864199123522,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
50000.0,-0.10466357957330158,0.5134454178784275,-0.20561069835951207,0.10558193267657862,0.5023057238464305,-0.2397799211607542,0.1434500669863468,-0.06808974040235881,-0.04549278504933784,-0.0851234148103579,0.11466648651305764,0.12036035889806665,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
75000.0,0.7250205494155797,0.5959588046581253,-0.5157713645558093,-0.21210277813342615,0.0845540015850498,0.22290200624409987,-0.1937288837252645,-0.40175026284115284,0.197234933812144,-0.09613190440851621,0.6386423084336841,0.4244262016417057,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
55000.0,-0.4417048044676996,0.08978956990932344,-0.33827242200574215,0.16311570508183781,-0.5090400095533825,-0.17961422973503227,0.0434202076690087,0.5268468070113038,-0.016064720951494076,0.12722454367603891,-0.3017976202587993,-0.08857233182358384,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
60000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
55000.0,-0.4417048044676996,0.08978956990932344,-0.33827242200574215,0.16311570508183781,-0.5090400095533825,-0.17961422973503227,0.0434202076690087,0.5268468070113038,-0.016064720951494076,0.12722454367603891,-0.3017976202587993,-0.08857233182358384,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
50000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
169000.0,1.134653280951388,0.3633105468496639,-0.5390212517783922,-0.13749333588950505,-0.11165231693586603,-0.34763835956449374,0.0755763714824883,-0.5981350526085368,0.8273186966676305,-0.6304336845434908,0.6200044236916169,-0.2768726251275811,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
50000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
55000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
40000.0,1.2109447298837654,0.6840537211891003,0.7780802280579974,-0.2686754015255707,-0.07513150610451746,-0.12773525191774968,-0.9101158306816466,0.40257418732100364,-0.14498817936893343,-0.17592760817769562,0.18465769629280013,-0.00336130822194277,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
55000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
51250.0,-0.23095185939103613,0.11507296705875972,0.7934049243668362,-0.44152245930618783,-0.20265225039114637,0.554901237407824,0.388712929119857,0.20787464030472372,-0.025640902393215568,-0.07318628202005636,-0.45363028858922305,0.7855490091977615,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
53000.0,-0.15267065962798804,0.15142450718362607,-1.0009835677762646,0.14110471065056407,-0.8962957241163229,0.023210981709924375,0.38276180071038257,0.46558892677075064,0.03917644658100093,-0.37384441575582156,0.24370423021498333,0.09499756027111297,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
50000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
40000.0,0.32075791083629224,1.013163810234009,0.041115856526219054,0.9519516974241713,-0.45656941038163884,-0.3317527377907764,-0.4377772742271515,0.3233963379317054,-0.018405441950064803,0.1447810762909237,-0.09775490652769908,-0.23495054939245516,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
55000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
55000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
55000.0,-0.4170324715693936,0.05510805555909826,0.2029397882201204,0.0629436077454274,-0.2875029599389312,-0.09931785965051698,-0.4551845090846892,-0.25308876873800296,-0.07727155393262683,-0.08097363682191369,0.18507344425290184,-0.11056260888081021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
85000.0,0.3321045873824312,-0.07138086715288341,-0.1825923317451369,0.37598092564791946,0.6053784759881041,-0.24378307513461125,0.2849316744072844,-0.21234090434814812,-0.5602226889584697,0.6395228551651722,-0.013551631127270751,0.07285207683698505,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
55000.0,0.9791751316422002,-1.4772370881595824,0.19121820584094404,0.01042768759107554,0.15910652980772116,0.11984661995766921,-0.22337717070840155,0.1067315088907154,0.6208597040416522,0.19335498712117186,-0.3889167028973658,0.3259637935730043,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
55000.0,0.0280282786553534,0.6198528889094234,0.16987520598557734,0.2407447255118459,0.36012498599992776,-0.1805197105787147,-0.07504837188079949,-0.25757756456037834,-0.16941069317281543,-0.10127457279045218,0.17339932877080813,0.3297644443368734,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
55000.0,-0.29898615030174247,0.1054995325838686,0.7680843442940795,-0.47556385931136014,-0.24374032521140998,0.5248135522641851,0.3603947308757992,0.2823010438379345,0.024944788713129096,-0.14749481215674645,-0.36370063603218766,0.6143351015701569,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
43150.0,0.2155239560498292,0.0428797644596042,-0.025567008240132236,0.3112886470016851,0.6745535154960112,-0.28221524415492055,0.30702318136207374,0.20856724416163108,-0.2997738766925042,0.3267487041796267,0.33450204093246033,0.17678240732548398,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
55000.0,1.6281257132709257,-0.8058438484949189,-0.9164485235955335,0.3431821577727915,0.26798194981187357,0.12889328335540967,0.5698685798672619,-0.8018307141082908,0.2514049337815563,-0.10790531025857203,0.281016356919948,0.07989608203705001,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
60000.0,0.9512745959222766,-0.9539474312269528,-0.026144687123032744,-0.47265587024737965,-0.3919760751377273,-0.33643264807878703,0.423198448583161,-0.06060039111594619,0.14466864842259852,0.15573170778927628,0.779025530497119,-0.06590237383407785,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
50000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
60000.0,0.20227191753374196,0.6641624371827134,-0.817891606328662,0.40424545548102275,-0.2896460854515516,-0.23464947212411155,0.47327142555931656,0.35947077255605536,-0.06549617432498864,-0.16116299130495768,0.20774828509245696,0.35516727412149757,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
60000.0,0.23815373617644808,-1.0611887475406903,0.5143450543001831,0.6462045427836015,-0.0006467453138275167,0.38903433477418903,0.8080002961224434,-0.571505223966064,-0.002209614032837915,0.10890877378708388,-0.5833743985768683,-0.03991772571324697,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
60000.0,0.9184609647735311,-0.6719587077833389,1.010444509180129,-0.10510943714115176,-0.3549760786038519,0.5460759032658876,0.19836601178212274,-0.18334021016386787,0.5196455131359956,-0.5444376215594869,0.24620701769636408,-1.0336956625801355,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
60000.0,0.9100859138502013,0.4706745669958746,0.20609594224022196,-0.36679274764731185,0.25198687686860155,-0.17262935244572888,-0.3912018419461909,0.1520708412465422,-0.18808372931458217,-0.31182316374226576,0.5911807149027388,-0.6106649069111011,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
24500.0,-0.24698388821454492,-0.0346428219881927,-0.7859870128511658,-0.14324682887595888,-0.5829168584926511,0.18282345979160095,0.3510999501809863,-0.24741530187874033,-0.05233014149111219,-0.2912992711279802,0.6851463701153198,0.441587623890623,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
24500.0,0.4385659661838044,0.5108967906930616,-0.4435000152201445,-0.414590195030628,0.7193790446161792,0.06484024697267532,-0.21261140579355836,0.09925172218944754,0.48025289069307053,-0.08661900335426603,0.07386806606769583,-0.3735004431816266,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
57000.0,-0.17045451207557671,-0.4808881487947796,0.07515491830703766,0.11194063372507523,0.08671430114025108,0.2844790719171456,-0.35662860852129485,0.32625160746282705,0.007792149061853899,-0.6463800042257748,-0.3720691401045379,0.5466852230507327,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
46250.0,0.90923271754826,0.8158546004959254,0.353689146959455,-0.10668429483282377,0.0887160352384779,0.1293607215930225,-0.9090687884171809,0.03501415078027113,0.26094694419533826,0.19547852117569542,-0.14782202751333542,0.6144941133972668,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
117000.0,0.6014699522555595,0.34363864325377846,-0.01823564388217558,0.15180845709117663,-0.2660753723338533,-0.9040261626789557,0.3921846075041949,0.24913923774195706,0.1405995406484386,-0.21284153896897243,-1.000499163137221,0.5317753092806359,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
50000.0,-0.4296841500636337,0.46148195605924336,0.6534208315706872,0.2370744988160926,-0.38528028983578255,0.6379664406768869,0.24373952296134252,-0.0621243811924633,0.17503415195858124,0.4059276315237239,-0.02856814531260718,-0.23217425902877167,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
60000.0,-0.24969675772986655,-0.010385469124203718,-0.8324463538061804,-0.26954477034738933,-0.39897654707908287,0.24504535309049066,0.26682932795505576,-0.38841383988212735,-0.14102583217948605,-0.37854006762775294,0.48604635313738054,0.15922770332220804,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
50000.0,-0.31755396445958317,-0.16002170477055294,0.4550635109053318,-0.42061033175254015,-0.15031259853669202,-0.23562848177807477,0.09424140753961835,0.4363340110416267,-0.49714197728629,-0.3862126528681164,0.3654815560604201,-0.3085543997242085,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
50000.0,-0.019028124832137894,0.0911204403306243,0.22916023595294316,-0.5812124117434277,-0.0693549241476761,0.807616392265031,0.18286256195874948,-0.03431377608500549,0.4522182839599139,0.31761228553866155,-0.11997632482410422,-0.2317795493661318,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55000.0,0.14344510888154638,0.9165180940764076,-0.189707368294318,0.7752901936232733,-0.20964659789647205,-0.3168052057328006,-0.06925468542857222,0.5530824535365219,0.03460532422363434,0.26663672708918995,-0.2644206085011608,-0.10360779412665433,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
50000.0,-0.07204367359092234,0.6893873918553123,0.43518762217141,0.1127648423010292,0.42560998436903286,0.34915943305313724,0.7313942916935223,-0.05751711225947939,0.03614120360145992,0.02408208217572897,-0.07567339913572396,0.11729829927411725,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
62500.0,1.0807015149100587,0.4224285955050774,0.14474107648027285,-0.45923874398952436,0.09440351884093262,-0.16922379845906824,-0.3500348234739481,-0.43772033179419595,-0.9023591182236271,-0.17436382516428858,-0.10507854449841605,-0.7101228159055115,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
40000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
47500.0,-0.14400341326683386,0.5138745437417533,-0.08853627659626176,0.13259325028136706,0.5185683976655705,-0.2863080555925434,0.09416800573517176,-0.02182726814717033,-0.057598395786387285,-0.04172705932470596,0.03670060235982252,0.1175962691441702,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
50000.0,-0.14400341326683386,0.5138745437417533,-0.08853627659626176,0.13259325028136706,0.5185683976655705,-0.2863080555925434,0.09416800573517176,-0.02182726814717033,-0.057598395786387285,-0.04172705932470596,0.03670060235982252,0.1175962691441702,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
55000.0,0.8141681502657265,-0.7083997746751891,0.2508634379343018,-0.9041932701265444,0.08823772293630483,0.12630380455005857,-0.30235893068952113,0.5545143989769099,-0.47686255909354375,0.21876212915343632,0.004752864216602391,0.09702229705452567,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
65000.0,2.108382834596536,-0.3806923797165397,0.1490458487204686,-0.4089528909306759,-0.23020785801733423,-0.42302220086449527,0.34538383025400254,0.03907776047217491,-0.04809170189703384,-0.07923121050194909,1.0025830063898904,0.763276212898218,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
55000.0,0.8168955621596088,0.4804628252646609,-0.8526864257833328,-0.4409863033707807,0.12119678096291037,0.1578506507866954,0.13789788993430202,-0.6832043530502742,-0.4218393596383798,0.00978503932765521,-0.0453954015348343,0.14770668979881166,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
42162.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
55000.0,1.3546712182723228,0.63343992721044,0.788818013567631,0.126877387720445,-0.3461150144066462,-0.4030127653299934,-0.9641359914935184,-0.5167522472498163,0.694545730555325,-0.05707765520976626,-0.14545133638581012,0.41409406317058944,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
55000.0,-0.5420251270866187,0.1379593936397626,0.5268080708131592,-0.2099376044697119,-0.1679028713097585,0.5361991033065735,0.5332085245798267,0.039148311196976815,0.061334276878557845,-0.011305519346810476,-0.049405193678785826,-0.03450787843355596,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
62500.0,0.11339139374398066,0.7749730529640637,0.04291946699741359,0.4500882011567152,0.1919279738651215,-0.2240462843620006,-0.16164500955196065,-0.2969660489738834,-0.39518391480097126,0.25174641892900884,-0.25422070372601274,-0.0725988439129725,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
60000.0,0.6557848980522032,0.3485515462605654,0.09676283604927075,-0.5455739926894183,0.5073838937447251,-0.16614892081961943,-0.07527462906017716,0.36444730874566067,-0.13959557823239355,-0.13990392128370294,0.31320328499548405,-0.40900994789760475,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
55000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
55000.0,0.7762075483359812,-0.7073868568056646,0.7058424905927897,-0.522428001868547,-0.14564918079494146,0.2771069003525499,0.4403304800503157,-0.04568193887837384,0.6828492597680526,0.6002280101805844,-0.44140970686636277,0.5100636442743859,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
45000.0,-0.5832739980159122,0.007486175508951018,-0.1391587280358575,-0.14265307379772357,0.06747067661614481,-0.06982424287673467,-0.0903453333623061,0.06236199247877526,0.07300454659429098,-0.204390007182305,0.006575720006586943,-0.21688124438454512,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
55000.0,-0.1472303421074515,0.5587018992232572,-0.04690264710730837,0.11834327568339525,0.5310293386699891,-0.23963231591003809,0.1599554947179229,-0.03440204914117931,-0.07007055694234479,0.011745603321478101,0.07593556354080011,0.023030041823870688,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
55000.0,1.5934005455429543,-0.5835100430429607,0.0016880655561014105,-0.27044169517032224,0.7327442060270061,0.3123177041656977,-0.1879743916431535,0.11295991269779447,-1.1431470997802242,-0.2947440909225489,-0.7047074261796518,0.03042276041207951,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
55000.0,1.6470363901798066,-0.6610544954737665,0.16255157772774192,-0.2934037000254513,0.4263168293362249,-0.4370186938575211,0.2570876991622242,-0.192868982138778,0.2444382709300661,0.8311491323544004,-0.20308528186481753,0.1548877301951794,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
55000.0,-0.13293213775860657,0.5628983798492077,-0.19981156803170264,0.10365807253911405,0.6266192217354797,-0.2717619708767369,0.0904845926589756,0.06393737746479151,0.039666938566831386,-0.2869990804833635,0.0248685800869693,-0.12006512162536553,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
55000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
55000.0,0.24669970002484343,0.5201108250843794,0.43531223725984053,0.04825846073922965,0.2758617722215067,-0.365986231139666,-0.03500422811223047,0.0736835621876417,-0.5661076513837535,-0.3628874514382375,0.49007007910499834,-0.03705729314615163,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
55000.0,1.0380194053828888,-1.2274943332136727,-0.7611835029592471,0.5182076222688238,-0.5774078989500204,0.14320139697527356,0.320565599638272,0.21490461273739886,0.6375703530112159,0.13144834152832885,0.037417444775972766,0.001135181412622789,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
55000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
50000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
55000.0,0.07629762002566887,-1.0057927052847213,0.22656380611238913,0.3317302034648814,0.2665064634111559,0.2768193755546968,-0.2760120814470005,0.39231966521341544,-0.26031629329467715,-0.09611580773884629,-0.3073783070282215,0.8146456362676437,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
