median_annual_salary_gbp,SuperSkill_Basic_Data_Science,SuperSkill_BI_DataViz,SuperSkill_Statistical_Analysis_Reporting,SuperSkill_Cloud-Enabled_AI_BI,SuperSkill_SQL_Analytics_&_Automation,SuperSkill_AI_Cloud_Excel,SuperSkill_Cloud_Augmented_Analysis,SuperSkill_Cloud_Analytics_Econometrics,SuperSkill_Python_Data_Products,SuperSkill_Cloud_Engineering_MLOps,SuperSkill_BI_&_DataViz,SuperSkill_R_StatScience_&_BI,region_East Midlands (England),region_East of England,region_Isle of Man,region_London,region_North East (England),region_North West (England),region_Northern Ireland,region_Remote,region_Scotland,region_South East (England),region_South West (England),region_Wales,region_Yorkshire and The Humber,kmeans_job_archetype_AI Strategist,kmeans_job_archetype_BI Visualization Specialist (Power BI Focus),kmeans_job_archetype_Classic Data Scientist (Stats & Modeling Focus),kmeans_job_archetype_Cloud & Data Engineer,kmeans_job_archetype_Machine Learning & AI Specialist,kmeans_job_archetype_Noise / General Business Role,kmeans_job_archetype_SQL Developer,seniority_Manager/Director,seniority_Mid-Level,seniority_Senior
32500.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
31500.0,-0.3069410413193556,0.07906047917151561,0.8029111229304717,-0.3402825434063964,-0.20534083352430443,0.41230638017469357,0.6563959984235608,0.2595938485085154,-0.33969030773797615,-0.10144906052481378,0.2619394522990615,-0.44090578828838684,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
30500.0,-0.5612652743149564,0.145338280750912,0.4025693083744645,-0.11453886879053347,-0.13798609737777692,0.5265439489921476,0.471456853097454,-0.07420986173765604,0.10349865991195077,0.13043371216333033,-0.08688725817084092,-0.025756446646222078,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
28000.0,0.5243434172512211,0.011249478121996087,-0.3106361416629594,0.17030116225707181,0.8028029622066598,0.3944324791343019,-0.3282184261506634,0.08107614868053349,0.34193775981828967,-0.3768528009545303,-0.17543831833872645,-0.11822494673445866,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
28000.0,0.5243434172512211,0.011249478121996087,-0.3106361416629594,0.17030116225707181,0.8028029622066598,0.3944324791343019,-0.3282184261506634,0.08107614868053349,0.34193775981828967,-0.3768528009545303,-0.17543831833872645,-0.11822494673445866,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
26000.0,-0.5612652743149564,0.145338280750912,0.4025693083744645,-0.11453886879053347,-0.13798609737777692,0.5265439489921476,0.471456853097454,-0.07420986173765604,0.10349865991195077,0.13043371216333033,-0.08688725817084092,-0.025756446646222078,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
55000.0,0.8091209101028818,0.4647529470092594,-0.688611481519487,-0.587491228233551,0.3970921854370714,0.11657287747949102,-0.06363791720042078,-0.8738377563152468,-0.793475752459886,0.10502079692844682,-0.9527591350224458,-0.5225032339057257,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
135200.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
35242.75,-0.13293213775860657,0.5628983798492077,-0.19981156803170264,0.10365807253911405,0.6266192217354797,-0.2717619708767369,0.0904845926589756,0.06393737746479151,0.039666938566831386,-0.2869990804833635,0.0248685800869693,-0.12006512162536553,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
55000.0,-0.4586384378266247,-0.42277560609773945,-0.18502681315547126,0.3420480643891321,0.27215212176373277,0.31427506454709075,-0.22177540596464074,0.11938656805060786,0.12186898089310684,-0.7161721845499156,-0.17276802294749233,-0.2456992090934821,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
55000.0,-0.4586384378266247,-0.42277560609773945,-0.18502681315547126,0.3420480643891321,0.27215212176373277,0.31427506454709075,-0.22177540596464074,0.11938656805060786,0.12186898089310684,-0.7161721845499156,-0.17276802294749233,-0.2456992090934821,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
55000.0,-0.5832739980159122,0.007486175508951018,-0.1391587280358575,-0.14265307379772357,0.06747067661614481,-0.06982424287673467,-0.0903453333623061,0.06236199247877526,0.07300454659429098,-0.204390007182305,0.006575720006586943,-0.21688124438454512,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
11700.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
55000.0,0.4798488742880114,0.4775644944191696,-0.44087419998080457,-0.44827265489432566,0.6155879646938939,0.09836292209745695,-0.18469319338091944,-0.10100082690915714,0.17649521609851326,0.008192240957587645,-0.129407653795618,-0.2964789544658237,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
65000.0,0.3135176066624292,-0.13843317267920213,-0.03777838565461152,-0.8943860851792627,-0.11467171846333965,0.18283158386626278,-0.5103782012971119,-0.040152877205493195,-0.13352382409356528,0.16332351608125303,-0.6389822244903163,0.38525649567390113,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
60000.0,-0.4417048044676996,0.08978956990932344,-0.33827242200574215,0.16311570508183781,-0.5090400095533825,-0.17961422973503227,0.0434202076690087,0.5268468070113038,-0.016064720951494076,0.12722454367603891,-0.3017976202587993,-0.08857233182358384,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
83200.0,1.1733503425368925,0.5746505946659123,-0.38933582159363844,-0.5114455956244448,-0.17828932140397322,0.22289529949541145,-0.3156012352501092,-0.4689357207179661,-0.10289902344285749,-0.2923520586988076,0.18949361222743524,0.5927681520344579,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
38750.0,-0.14400341326683386,0.5138745437417533,-0.08853627659626176,0.13259325028136706,0.5185683976655705,-0.2863080555925434,0.09416800573517176,-0.02182726814717033,-0.057598395786387285,-0.04172705932470596,0.03670060235982252,0.1175962691441702,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
47000.0,0.14344510888154638,0.9165180940764076,-0.189707368294318,0.7752901936232733,-0.20964659789647205,-0.3168052057328006,-0.06925468542857222,0.5530824535365219,0.03460532422363434,0.26663672708918995,-0.2644206085011608,-0.10360779412665433,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
45000.0,0.14344510888154638,0.9165180940764076,-0.189707368294318,0.7752901936232733,-0.20964659789647205,-0.3168052057328006,-0.06925468542857222,0.5530824535365219,0.03460532422363434,0.26663672708918995,-0.2644206085011608,-0.10360779412665433,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
51000.0,-0.426457221223016,0.4166546005777395,0.6117872020817338,0.2513244734140644,-0.39774123084020113,0.5912907009943815,0.1779520339785914,-0.04954960019845432,0.18750631311453875,0.35245496887753985,-0.06780310649358476,-0.13760803170847213,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
70000.0,-0.14907246702199434,0.4437658137894521,0.5772980107164383,0.5559658604257791,-0.7101490416944731,0.0466640253045538,-0.9970132183943097,-0.47929616810416964,-0.07105634983343569,0.10524266311309247,0.347935323386409,-0.05648464191151683,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
55000.0,-0.11092341405765083,0.7007504850911687,0.34191646837861933,0.13177227754630413,0.4211624477415578,0.3246062209921454,0.6522867791187357,-0.07263447675163978,0.07016105188449118,0.04782463886227185,-0.06859439809045856,0.0710596761129575,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
55000.0,0.049631448477302165,0.5328352066748867,-0.5075026209233365,0.12741185434371435,0.17881377664806664,-0.1394055699816205,0.3431892976041979,-0.190778687588435,-0.07369224113242226,-0.24750552100464404,0.5279536476306964,0.464519752330072,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
65000.0,-0.3262195747548226,-0.32059805004159025,0.17642220518722232,-0.05681771730309975,-0.2284883846137216,-0.6017962824575811,0.22679346543613185,-0.34548293555845766,0.46234876477475817,-0.08981851161084298,-0.14588726856649623,-0.048277148575885935,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
65000.0,0.5918685979601208,0.47861736625459905,-0.6809116933448578,-0.33926168860917993,0.24744494987816745,0.14166687329126298,0.05459500646549337,-0.15088260193578446,0.27502738291554085,-0.060326947629312865,0.4948645809774331,0.2584966496101623,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
35000.0,0.013712146131636627,0.2704887034844782,0.29604838325900557,0.6164734157331598,0.6258438928891459,0.7087055284159708,0.520856706516401,-0.015609901179807179,0.11902548618330701,-0.46395753850533866,-0.24793814104453785,0.042241711404020506,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
60000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
55000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
55000.0,-0.4417048044676996,0.08978956990932344,-0.33827242200574215,0.16311570508183781,-0.5090400095533825,-0.17961422973503227,0.0434202076690087,0.5268468070113038,-0.016064720951494076,0.12722454367603891,-0.3017976202587993,-0.08857233182358384,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
45000.0,0.023884639034289612,0.9720668049179962,0.5511343620858886,0.497635619750902,0.16140731427913363,0.3893529729943793,0.35878195999987306,-0.047974215212438075,0.15416870508707914,0.26984589557648136,-0.049510246413202404,-0.04079190894929254,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
42500.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
60000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
40000.0,-0.13293213775860657,0.5628983798492077,-0.19981156803170264,0.10365807253911405,0.6266192217354797,-0.2717619708767369,0.0904845926589756,0.06393737746479151,0.039666938566831386,-0.2869990804833635,0.0248685800869693,-0.12006512162536553,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
55000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
42500.0,0.06070272398552934,0.581859042782341,-0.6187779123587773,0.09847667660146134,0.28686460071797576,-0.12485948526581397,0.3395058845280018,-0.10501404197647317,0.02357309322079641,-0.49277754216330155,0.5161216253578431,0.22685836156053624,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
51000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
40000.0,-0.13293213775860657,0.5628983798492077,-0.19981156803170264,0.10365807253911405,0.6266192217354797,-0.2717619708767369,0.0904845926589756,0.06393737746479151,0.039666938566831386,-0.2869990804833635,0.0248685800869693,-0.12006512162536553,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
52500.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
60000.0,0.34777743596412924,-0.48914882859464404,-0.8450557894316479,-0.2150640589819603,-0.07863375629535677,0.8313024431322076,-0.24793190013550961,-0.21450305576460546,0.24260341307875377,-0.6267593247889025,0.16420878844079423,-0.07518955874803851,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
55000.0,-0.5016588599438855,0.025393966606654966,-0.31808757899887896,-0.256845436020522,0.09585907041436736,0.03377429154038228,-0.08061224133969275,-0.05670765193586208,-0.04162146556877158,-0.3416492802753425,-0.12644346949559027,-0.42493336527462927,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
50000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
50000.0,0.8870859326951492,-0.6428206399840289,-0.07595507298740048,0.548890873642907,-0.38386854412542604,0.5372207359164693,-0.7260964428215687,0.9591398494068916,0.2095484138723257,0.4379584466270873,-0.6522846493852077,0.37563550428671366,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
60000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
55000.0,0.06025156156380107,0.5136138526404155,-0.23119072385900327,0.035332540713895966,0.3992448904893489,-0.2824557354007275,0.15915269136259233,-0.5219817149841347,-0.739409762744424,0.03915797126797791,-0.5117088051627349,-0.01700142554851857,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
40000.0,0.6474083553979029,-0.25412346353347176,-0.5661063991344214,-0.3643608141217658,-0.8368183583323467,-0.38841905586457537,0.19227839792593251,-0.4113424753999012,0.031111522346753916,0.2535397814139499,-1.148437560912293,-0.5506142468867563,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
40000.0,-0.5612652743149564,0.145338280750912,0.4025693083744645,-0.11453886879053347,-0.13798609737777692,0.5265439489921476,0.471456853097454,-0.07420986173765604,0.10349865991195077,0.13043371216333033,-0.08688725817084092,-0.025756446646222078,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
31200.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
30000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
29120.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
27500.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
24766.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
24500.0,-0.5612652743149564,0.145338280750912,0.4025693083744645,-0.11453886879053347,-0.13798609737777692,0.5265439489921476,0.471456853097454,-0.07420986173765604,0.10349865991195077,0.13043371216333033,-0.08688725817084092,-0.025756446646222078,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
60000.0,-0.5943452735241395,-0.04153766059850325,-0.027883436600416638,-0.11371789605547056,-0.04058014745376431,-0.08437032759254118,-0.08666192028610994,-0.02340265313318658,-0.024260787758927694,0.04088201397635253,0.018407742279440163,0.02078014638499063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
