median_annual_salary_gbp,is_salary_imputed,SuperSkill_Basic_Data_Science,SuperSkill_BI_DataViz,SuperSkill_Statistical_Analysis_Reporting,SuperSkill_Cloud-Enabled_AI_BI,SuperSkill_SQL_Analytics_&_Automation,SuperSkill_AI_Cloud_Excel,SuperSkill_Cloud_Augmented_Analysis,SuperSkill_Cloud_Analytics_Econometrics,SuperSkill_Python_Data_Products,SuperSkill_Cloud_Engineering_MLOps,SuperSkill_Analytics_Engineering_&_MLOps,SuperSkill_R_StatScience_&_BI,region_East Midlands (England),region_East of England,region_London,region_North East (England),region_North West (England),region_Northern Ireland,region_Remote,region_Scotland,region_South East (England),region_South West (England),region_Wales,region_Yorkshire and The Humber,kmeans_job_archetype_AI Strategist,kmeans_job_archetype_BI Visualization Specialist (Power BI Focus),kmeans_job_archetype_Classic Data Scientist (Stats & Modeling Focus),kmeans_job_archetype_Cloud & Data Engineer,kmeans_job_archetype_Machine Learning & AI Specialist,kmeans_job_archetype_Noise / General Business Role,kmeans_job_archetype_SQL Developer,seniority_Manager/Director,seniority_Mid-Level,seniority_Senior
55000.0,True,-0.4587974828236601,-0.42280616127193876,-0.18505156216508156,0.341953914584648,0.2721182149201268,0.31427732064675074,-0.22179631537387012,0.11934052561436619,0.12179387438215358,-0.7161510045670014,-0.17281708337257767,-0.24569467481697968,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
55000.0,True,-0.4587974828236601,-0.42280616127193876,-0.18505156216508156,0.341953914584648,0.2721182149201268,0.31427732064675074,-0.22179631537387012,0.11934052561436619,0.12179387438215358,-0.7161510045670014,-0.17281708337257767,-0.24569467481697968,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
55000.0,True,-0.5834038774032155,0.007457768067602476,-0.13917212129106235,-0.1427169795685114,0.06744795956216562,-0.06987194995367034,-0.0904260360483507,0.062329264338874285,0.0729657855590553,-0.2043587482424095,0.006576498392710045,-0.2168528912534876,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
11700.0,False,-0.5944574898811306,-0.04156459189710685,-0.02789468342127104,-0.11376063669555143,-0.0405920877685459,-0.08440282846814431,-0.08671322814190177,-0.023415122651275284,-0.02427242382074501,0.040907242247120446,0.01842199254074486,0.020790802199979006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
55000.0,True,0.4797213022492497,0.4775749108065313,-0.44086677525021617,-0.44830127477609333,0.6155663914626602,0.09840177106408543,-0.1846898443741705,-0.10101822550675636,0.17647998535439754,0.008206515761578576,-0.12940185195895518,-0.29646915125100004,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
65000.0,False,0.31345339755475465,-0.1384225305379919,-0.03776267446388555,-0.8943780083667343,-0.11470422800361349,0.18283608232877782,-0.5104009606353542,-0.040173332943189324,-0.13354535455574973,0.16341703905259672,-0.6389542494891504,0.38526634323657116,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
60000.0,True,-0.44183085105096964,0.0897666357742922,-0.3382851909828982,0.16308715839823879,-0.5090412060705953,-0.17969362229339889,0.043332830934698585,0.5268365831406716,-0.016050905087602707,0.1272495477101943,-0.30178505445512516,-0.0885706446030796,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
83200.0,False,1.173234647657618,0.5746867072753434,-0.3893139350414552,-0.5114061921453424,-0.17830410633905122,0.22291782274028385,-0.31557238897969964,-0.4689480942544743,-0.10294498116770076,-0.2923342907134245,0.18947988077278613,0.5927714573118563,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
38750.0,True,-0.14415286895114382,0.5138601060858295,-0.08854509257874293,0.13256058507587148,0.5185842577297032,-0.28628871182840643,0.09413905794567165,-0.02182662861460559,-0.05760268579767977,-0.04172361201993535,0.03669869589215712,0.11759391649163717,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
47000.0,False,0.1432612613733828,0.9165101482280517,-0.1897190801175792,0.7753026599356704,-0.20959718780430664,-0.31678449739511394,-0.06929642560001592,0.5530826208814291,0.03464068678048292,0.2666407608982052,-0.2644041547199561,-0.1036086410807924,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
45000.0,False,0.1432612613733828,0.9165101482280517,-0.1897190801175792,0.7753026599356704,-0.20959718780430664,-0.31678449739511394,-0.06929642560001592,0.5530826208814291,0.03464068678048292,0.2666407608982052,-0.2644041547199561,-0.1036086410807924,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
51000.0,True,-0.4266391968251589,0.4166251220905906,0.6117686727693858,0.2512667167915379,-0.3977958733610711,0.591226589121682,0.17801023947412378,-0.049537058979562024,0.18753913491544139,0.3524401619661243,-0.06778015099036802,-0.13759976304483948,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
70000.0,False,-0.14920430680225755,0.4437522907272107,0.5772908169563811,0.5560226835703667,-0.7100990748016576,0.046774168561324964,-0.9970015453348483,-0.4793250000452474,-0.07109346120311023,0.10529247234139243,0.3479731717185737,-0.05645266371315624,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
55000.0,True,-0.11112206738953784,0.700731005602704,0.34190174358912295,0.13169365879695205,0.42111279936913854,0.3245456975028729,0.6523440681839852,-0.07260610864698008,0.07018701909348626,0.04778724024400183,-0.0686076440227126,0.07104446201618965,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
55000.0,True,0.049482679597545154,0.532827902346919,-0.5075092758058051,0.12737808976986498,0.17881233356501286,-0.13943902398036032,0.34318073232040314,-0.19076744441795507,-0.07370030056674193,-0.2475498416857395,0.5279303733668552,0.4645163893183522,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
65000.0,False,-0.3263241498885063,-0.3206162508197142,0.17641447197628096,-0.056828426552564655,-0.2284678226949214,-0.6018834622708862,0.2266616000903661,-0.34551932004005764,0.4623104814656055,-0.08981237452810842,-0.14588982442814288,-0.04827108893248981,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
65000.0,False,0.5917454742026795,0.47863222975957703,-0.6809033650568906,-0.33927859338069216,0.24742165483961936,0.14166593672988093,0.05461865114255712,-0.15088376155099764,0.2750329663447071,-0.060395844171418606,0.4948500466564986,0.2584879164621264,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
35000.0,False,0.013484327190017575,0.27046707626316274,0.2960223027151037,0.6163645529501114,0.6257830547270996,0.7086949681032939,0.5209737888584657,-0.015594847371488198,0.11901510791658457,-0.46400501608059014,-0.24800122578800035,0.04220267845269754,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
60000.0,True,-0.5944574898811306,-0.04156459189710685,-0.02789468342127104,-0.11376063669555143,-0.0405920877685459,-0.08440282846814431,-0.08671322814190177,-0.023415122651275284,-0.02427242382074501,0.040907242247120446,0.01842199254074486,0.020790802199979006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
55000.0,False,-0.5944574898811306,-0.04156459189710685,-0.02789468342127104,-0.11376063669555143,-0.0405920877685459,-0.08440282846814431,-0.08671322814190177,-0.023415122651275284,-0.02427242382074501,0.040907242247120446,0.01842199254074486,0.020790802199979006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
55000.0,True,-0.44183085105096964,0.0897666357742922,-0.3382851909828982,0.16308715839823879,-0.5090412060705953,-0.17969362229339889,0.043332830934698585,0.5268365831406716,-0.016050905087602707,0.1272495477101943,-0.30178505445512516,-0.0885706446030796,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
45000.0,True,0.02366542410482786,0.972049820073527,0.551118263611914,0.49758793856296074,0.16138047213717804,0.3893407057614199,0.3588625255616972,-0.04794856494289233,0.15420887293850663,0.2698093076990685,-0.049503447638955755,-0.040796648753181314,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
42500.0,True,-0.5944574898811306,-0.04156459189710685,-0.02789468342127104,-0.11376063669555143,-0.0405920877685459,-0.08440282846814431,-0.08671322814190177,-0.023415122651275284,-0.02427242382074501,0.040907242247120446,0.01842199254074486,0.020790802199979006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
60000.0,True,-0.5944574898811306,-0.04156459189710685,-0.02789468342127104,-0.11376063669555143,-0.0405920877685459,-0.08440282846814431,-0.08671322814190177,-0.023415122651275284,-0.02427242382074501,0.040907242247120446,0.01842199254074486,0.020790802199979006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
40000.0,False,-0.13309925647322884,0.5628824660505389,-0.19982253044853426,0.10360424220291152,0.6266243050604147,-0.27175783331393244,0.09042625003922272,0.06391775837554398,0.039635523582120524,-0.2869896025094653,0.024853201744122307,-0.12004977696182945,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
55000.0,True,-0.5944574898811306,-0.04156459189710685,-0.02789468342127104,-0.11376063669555143,-0.0405920877685459,-0.08440282846814431,-0.08671322814190177,-0.023415122651275284,-0.02427242382074501,0.040907242247120446,0.01842199254074486,0.020790802199979006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
42500.0,True,0.060536292075460074,0.5818502623116284,-0.6187867136755963,0.09842174689690501,0.2868523808957244,-0.12490814546588636,0.33946792441395424,-0.10502305742780549,0.023537908813058377,-0.4928158321752694,0.5160848792188204,0.22687269586488557,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
51000.0,False,-0.5944574898811306,-0.04156459189710685,-0.02789468342127104,-0.11376063669555143,-0.0405920877685459,-0.08440282846814431,-0.08671322814190177,-0.023415122651275284,-0.02427242382074501,0.040907242247120446,0.01842199254074486,0.020790802199979006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
40000.0,True,-0.13309925647322884,0.5628824660505389,-0.19982253044853426,0.10360424220291152,0.6266243050604147,-0.27175783331393244,0.09042625003922272,0.06391775837554398,0.039635523582120524,-0.2869896025094653,0.024853201744122307,-0.12004977696182945,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
52500.0,False,-0.5944574898811306,-0.04156459189710685,-0.02789468342127104,-0.11376063669555143,-0.0405920877685459,-0.08440282846814431,-0.08671322814190177,-0.023415122651275284,-0.02427242382074501,0.040907242247120446,0.01842199254074486,0.020790802199979006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
60000.0,True,0.3476586244475074,-0.48914592025485676,-0.8450599901938256,-0.2151340977003634,-0.07871162284231811,0.8312866128728147,-0.2478707354125318,-0.21453627407128364,0.24254072138536842,-0.6267811159617618,0.1641595403990429,-0.07519157627943532,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
55000.0,False,-0.5017925008079565,0.025368245375646324,-0.31809971471145,-0.2569221562699191,0.09582077202051614,0.03371357222858022,-0.08069285719034679,-0.056746015420233914,-0.04168481020031639,-0.34158261797521644,-0.12644372274804572,-0.424887486139899,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
50000.0,False,-0.5944574898811306,-0.04156459189710685,-0.02789468342127104,-0.11376063669555143,-0.0405920877685459,-0.08440282846814431,-0.08671322814190177,-0.023415122651275284,-0.02427242382074501,0.040907242247120446,0.01842199254074486,0.020790802199979006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
50000.0,False,0.8869526937044196,-0.6428035712095906,-0.07595889203014407,0.5489099184262258,-0.38386597307647247,0.5373123227194445,-0.7260386719798526,0.9591281513257717,0.20960322776465734,0.4379651612754963,-0.6522631996102803,0.3756401481558912,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
60000.0,True,-0.5944574898811306,-0.04156459189710685,-0.02789468342127104,-0.11376063669555143,-0.0405920877685459,-0.08440282846814431,-0.08671322814190177,-0.023415122651275284,-0.02427242382074501,0.040907242247120446,0.01842199254074486,0.020790802199979006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
55000.0,True,0.06011489576945128,0.5136082711163774,-0.23119386570593164,0.035316563963316325,0.3992621468314945,-0.2824400831878645,0.15915027425080475,-0.5219562332334656,-0.7394377829892328,0.03928262499725413,-0.5116837639106422,-0.01700241491947582,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
40000.0,False,0.6473314618624948,-0.25410361170342793,-0.5660935267959977,-0.364320818458424,-0.8368102401579338,-0.38853528021149897,0.1921772925230639,-0.41135888903903284,0.031081733540812565,0.2536614723785834,-1.1484045723092675,-0.5506258837064774,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
40000.0,False,-0.5614266883195246,0.1453063076197676,0.40255215274659484,-0.11462756297447084,-0.13806354612911062,0.526431580863135,0.47149178209641174,-0.07419460268364977,0.10351728107042102,0.13041809451105763,-0.08688434737412487,-0.02575865227546852,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
31200.0,False,-0.5944574898811306,-0.04156459189710685,-0.02789468342127104,-0.11376063669555143,-0.0405920877685459,-0.08440282846814431,-0.08671322814190177,-0.023415122651275284,-0.02427242382074501,0.040907242247120446,0.01842199254074486,0.020790802199979006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
30000.0,False,-0.5944574898811306,-0.04156459189710685,-0.02789468342127104,-0.11376063669555143,-0.0405920877685459,-0.08440282846814431,-0.08671322814190177,-0.023415122651275284,-0.02427242382074501,0.040907242247120446,0.01842199254074486,0.020790802199979006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
29120.0,False,-0.5944574898811306,-0.04156459189710685,-0.02789468342127104,-0.11376063669555143,-0.0405920877685459,-0.08440282846814431,-0.08671322814190177,-0.023415122651275284,-0.02427242382074501,0.040907242247120446,0.01842199254074486,0.020790802199979006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
27500.0,False,-0.5944574898811306,-0.04156459189710685,-0.02789468342127104,-0.11376063669555143,-0.0405920877685459,-0.08440282846814431,-0.08671322814190177,-0.023415122651275284,-0.02427242382074501,0.040907242247120446,0.01842199254074486,0.020790802199979006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
24766.0,False,-0.5944574898811306,-0.04156459189710685,-0.02789468342127104,-0.11376063669555143,-0.0405920877685459,-0.08440282846814431,-0.08671322814190177,-0.023415122651275284,-0.02427242382074501,0.040907242247120446,0.01842199254074486,0.020790802199979006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
24500.0,False,-0.5614266883195246,0.1453063076197676,0.40255215274659484,-0.11462756297447084,-0.13806354612911062,0.526431580863135,0.47149178209641174,-0.07419460268364977,0.10351728107042102,0.13041809451105763,-0.08688434737412487,-0.02575865227546852,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
60000.0,True,-0.5944574898811306,-0.04156459189710685,-0.02789468342127104,-0.11376063669555143,-0.0405920877685459,-0.08440282846814431,-0.08671322814190177,-0.023415122651275284,-0.02427242382074501,0.040907242247120446,0.01842199254074486,0.020790802199979006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
